rcid,session,date,unres,me,nu,di,hr,co,ec
873,18,1963-12-03T00:00:00Z,R/18/1978B,0,0,0,1,1,0
874,18,1963-12-03T00:00:00Z,R/18/1983A,0,0,0,0,0,0
875,18,1963-12-03T00:00:00Z,R/18/1983B,0,0,0,0,0,0
876,18,1963-12-03T00:00:00Z,R/18/1991,0,0,0,0,0,0
877,18,1963-12-03T00:00:00Z,R/18/1992A,0,0,0,0,0,1
878,18,1963-12-03T00:00:00Z,R/18/1992B,0,0,0,0,0,1
880,20,1965-11-07T00:00:00Z,NA,0,0,0,0,1,0
881,20,1965-11-07T00:00:00Z,NA,0,0,0,0,0,0
882,20,1965-11-07T00:00:00Z,NA,0,0,0,0,0,0
883,20,1965-11-06T00:00:00Z,NA,0,0,0,0,1,0
884,20,1965-11-05T00:00:00Z,NA,0,0,0,0,0,0
885,20,1965-11-05T00:00:00Z,NA,0,0,0,0,0,0
886,20,1965-11-07T00:00:00Z,NA,0,1,1,0,0,0
887,20,1965-11-03T00:00:00Z,NA,0,0,1,0,0,0
888,20,1965-12-02T00:00:00Z,NA,0,0,1,0,0,0
889,20,1965-12-02T00:00:00Z,NA,0,1,1,0,0,0
890,20,1965-12-02T00:00:00Z,NA,0,1,1,0,0,0
891,20,1965-12-07T00:00:00Z,NA,1,0,0,0,0,0
892,20,1965-12-07T00:00:00Z,NA,0,0,0,0,0,0
893,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
894,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
895,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
896,20,1965-12-01T00:00:00Z,NA,0,0,0,0,0,0
897,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
898,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
899,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
900,20,1965-12-01T00:00:00Z,NA,0,0,0,0,0,0
901,20,1965-12-01T00:00:00Z,NA,0,0,0,0,0,0
902,20,1965-12-01T00:00:00Z,NA,0,0,0,0,0,0
903,20,1965-12-01T00:00:00Z,NA,0,0,0,0,1,0
904,20,1965-12-01T00:00:00Z,NA,0,0,0,0,0,0
905,20,1965-12-02T00:00:00Z,NA,0,0,0,0,0,0
906,20,1965-12-02T00:00:00Z,NA,0,0,0,0,0,0
907,20,1965-12-02T00:00:00Z,NA,0,0,0,0,1,0
908,20,1965-12-03T00:00:00Z,NA,0,0,0,0,0,0
909,20,1965-12-03T00:00:00Z,NA,0,0,0,1,0,0
910,20,1965-12-05T00:00:00Z,NA,0,0,0,0,1,0
911,20,1965-12-05T00:00:00Z,NA,0,0,0,0,1,0
912,20,1965-12-06T00:00:00Z,NA,0,0,0,1,0,0
913,20,1965-12-06T00:00:00Z,NA,0,0,0,1,0,0
914,20,1965-12-06T00:00:00Z,NA,0,0,1,0,1,0
915,20,1965-12-06T00:00:00Z,NA,0,0,0,0,1,0
916,20,1965-12-06T00:00:00Z,NA,0,0,0,0,1,0
917,20,1965-12-06T00:00:00Z,NA,0,0,0,0,0,0
918,20,1965-12-06T00:00:00Z,NA,0,0,0,0,0,0
919,20,1965-12-06T00:00:00Z,NA,0,0,0,0,0,0
920,20,1965-12-06T00:00:00Z,NA,0,0,0,0,0,0
961,22,1966-12-07T00:00:00Z,NA,0,0,0,0,0,0
975,22,1967-09-03T00:00:00Z,NA,0,0,0,0,0,0
976,22,1967-11-02T00:00:00Z,R/22/2259,0,0,0,0,1,0
977,22,1967-11-01T00:00:00Z,R/22/2269,0,0,0,0,0,0
978,22,1967-11-02T00:00:00Z,R/22/2270A,0,0,0,0,1,0
979,22,1967-11-02T00:00:00Z,R/22/2270B,0,0,0,0,1,0
980,22,1967-11-06T00:00:00Z,R/22/2271A,0,0,0,0,0,0
981,22,1967-11-06T00:00:00Z,R/22/2271B,0,0,0,0,0,0
982,22,1967-11-06T00:00:00Z,R/22/2271C,0,0,0,0,0,0
983,22,1967-11-06T00:00:00Z,R/22/2271D,0,0,0,0,0,0
984,22,1967-11-06T00:00:00Z,R/22/2271E,0,0,0,0,0,0
985,22,1967-12-01T00:00:00Z,R/22/2286,0,1,1,0,0,0
986,22,1967-12-03T00:00:00Z,R/22/2288A,0,0,0,0,1,1
987,22,1967-12-03T00:00:00Z,R/22/2288B,0,0,0,0,1,1
988,22,1967-12-04T00:00:00Z,R/22/2289,0,1,1,0,0,0
989,22,1967-12-01T00:00:00Z,R/22/2298,0,0,0,0,0,1
990,22,1967-12-01T00:00:00Z,R/22/2299A,0,0,0,0,0,1
991,22,1967-12-01T00:00:00Z,R/22/2299B,0,0,0,0,0,1
992,22,1967-12-02T00:00:00Z,R/22/2309,0,1,0,0,0,0
993,22,1967-12-03T00:00:00Z,R/22/2311A,0,0,0,0,1,0
994,22,1967-12-03T00:00:00Z,R/22/2311B,0,0,0,0,1,0
995,22,1967-12-03T00:00:00Z,R/22/2311C,0,0,0,0,1,0
996,22,1967-12-04T00:00:00Z,R/22/2321,0,0,0,0,0,1
997,22,1967-12-05T00:00:00Z,R/22/2324,0,0,0,0,0,0
998,22,1967-12-05T00:00:00Z,R/22/2325,0,0,0,0,1,0
999,22,1967-12-07T00:00:00Z,R/22/2327,0,0,0,0,0,0
1000,22,1967-12-07T00:00:00Z,R/22/2328A,0,0,0,0,0,0
1001,22,1967-12-07T00:00:00Z,R/22/2328B,0,0,0,0,0,0
1002,22,1967-12-07T00:00:00Z,R/22/2338A,0,0,0,1,0,0
1003,22,1967-12-07T00:00:00Z,R/22/2338B,0,0,0,1,0,0
1004,22,1967-12-07T00:00:00Z,R/22/2338C,0,0,0,1,0,0
1005,22,1967-12-07T00:00:00Z,R/22/2338D,0,0,0,1,0,0
1006,22,1967-12-01T00:00:00Z,R/22/2344,0,1,1,0,0,0
1007,22,1967-12-01T00:00:00Z,R/22/2348,0,0,0,0,1,0
1008,22,1967-12-01T00:00:00Z,R/22/2350,0,0,0,0,1,0
1009,22,1967-12-01T00:00:00Z,R/22/2353,0,0,0,0,1,0
1010,22,1967-12-01T00:00:00Z,R/22/2356,0,0,0,0,1,0
1011,22,1967-12-01T00:00:00Z,R/22/2357A,0,0,0,0,1,0
1012,22,1967-12-01T00:00:00Z,R/22/2357B,0,0,0,0,1,0
1013,22,1967-12-01T00:00:00Z,R/22/2359,0,0,0,0,0,0
1014,22,1968-06-03T00:00:00Z,NA,0,1,1,0,0,0
1015,22,1968-06-03T00:00:00Z,NA,0,0,0,0,0,0
1066,24,1969-09-01T00:00:00Z,NA,0,0,0,0,0,0
1067,24,1969-10-02T00:00:00Z,R/24/2498,0,0,0,0,0,0
1068,24,1969-11-02T00:00:00Z,R/24/2500A,0,0,0,0,0,0
1069,24,1969-11-02T00:00:00Z,R/24/2500B,0,0,0,0,0,0
1070,24,1969-11-03T00:00:00Z,R/24/2504A,0,0,0,0,1,0
1071,24,1969-11-03T00:00:00Z,R/24/2504B,0,0,0,0,1,0
1072,24,1969-11-03T00:00:00Z,R/24/2504C,0,0,0,0,1,0
1073,24,1969-11-04T00:00:00Z,R/24/2506,0,0,0,0,1,0
1074,24,1969-11-05T00:00:00Z,R/24/2507,0,0,0,0,1,0
1075,24,1969-11-05T00:00:00Z,R/24/2508,0,0,0,0,1,0
1076,24,1969-11-05T00:00:00Z,R/24/2511,0,0,0,0,0,1
1077,24,1969-11-02T00:00:00Z,R/24/2516,0,0,0,0,0,0
1078,24,1969-12-03T00:00:00Z,R/24/2517,0,0,0,0,0,0
1079,24,1969-12-06T00:00:00Z,R/24/2521,0,0,0,0,1,0
1080,24,1969-12-05T00:00:00Z,R/24/2535A,1,0,0,0,1,0
1081,24,1969-12-05T00:00:00Z,R/24/2535B,1,0,0,0,1,0
1082,24,1969-12-05T00:00:00Z,R/24/2535C,1,0,0,1,0,0
1083,24,1969-12-06T00:00:00Z,R/24/2546,1,0,0,1,1,0
1084,24,1969-12-06T00:00:00Z,R/24/2547,0,0,0,0,1,0
1085,24,1969-12-06T00:00:00Z,R/24/2545,0,0,0,1,0,0
1086,24,1969-12-07T00:00:00Z,R/24/2559,0,0,0,0,1,0
1087,24,1969-12-07T00:00:00Z,R/24/2558,0,0,0,0,1,0
1088,24,1969-12-07T00:00:00Z,NA,0,0,0,0,1,0
1089,24,1969-12-07T00:00:00Z,NA,0,0,0,0,1,0
1090,24,1969-12-07T00:00:00Z,NA,0,0,0,0,1,0
1091,24,1969-12-07T00:00:00Z,NA,0,0,0,0,0,0
1092,24,1969-12-03T00:00:00Z,R/24/2580,0,0,0,0,0,0
1093,24,1969-12-03T00:00:00Z,NA,0,0,0,0,0,1
1094,24,1969-12-03T00:00:00Z,NA,0,0,0,1,0,0
1095,24,1969-12-03T00:00:00Z,NA,0,0,0,0,1,0
1096,24,1969-12-03T00:00:00Z,R/24/2587,0,0,0,1,0,0
1097,24,1969-12-04T00:00:00Z,R/24/2594,0,0,0,1,0,0
1098,24,1969-12-04T00:00:00Z,R/24/2595,0,0,0,1,0,0
1099,24,1969-12-04T00:00:00Z,R/24/2591,0,0,0,0,1,0
1100,24,1969-12-04T00:00:00Z,R/24/2592,0,0,0,0,1,0
1101,24,1969-12-04T00:00:00Z,R/24/2593,0,0,0,0,1,0
1102,24,1969-12-04T00:00:00Z,R/24/2590,0,0,0,0,1,0
1103,24,1969-12-04T00:00:00Z,NA,0,0,1,0,0,0
1104,24,1969-12-04T00:00:00Z,R/24/2603,0,0,1,0,0,0
1105,24,1969-12-04T00:00:00Z,NA,0,1,0,0,0,0
1106,24,1969-12-04T00:00:00Z,NA,0,1,0,0,0,0
1107,24,1969-12-05T00:00:00Z,NA,0,0,0,0,0,0
1108,24,1969-12-05T00:00:00Z,NA,0,0,0,0,0,0
1109,24,1969-12-05T00:00:00Z,NA,0,0,0,0,0,0
1177,26,1971-09-06T00:00:00Z,R/26/2752,0,0,0,0,0,0
1178,26,1971-09-06T00:00:00Z,R/26/2753,0,0,0,0,0,0
1179,26,1971-09-02T00:00:00Z,NA,0,0,0,0,0,0
1180,26,1971-09-02T00:00:00Z,NA,0,0,0,0,1,0
1181,26,1971-09-03T00:00:00Z,NA,0,0,0,0,1,0
1182,26,1971-10-03T00:00:00Z,R/26/2754A,0,0,0,0,0,0
1183,26,1971-10-03T00:00:00Z,R/26/2754B,0,0,0,0,0,0
1184,26,1971-10-07T00:00:00Z,R/26/2758A,0,0,0,0,0,0
1185,26,1971-10-07T00:00:00Z,R/26/2758B,0,0,0,0,0,0
1186,26,1971-10-07T00:00:00Z,R/26/2758C,0,0,0,0,0,0
1187,26,1971-10-07T00:00:00Z,R/26/2758D,0,0,0,0,0,0
1188,26,1971-10-07T00:00:00Z,R/26/2758E,0,0,0,0,0,0
1189,26,1971-10-07T00:00:00Z,R/26/2758F,0,0,0,0,0,0
1190,26,1971-10-07T00:00:00Z,R/26/2758G,0,0,0,0,0,0
1191,26,1971-11-03T00:00:00Z,R/26/2762,0,0,0,0,0,0
1192,26,1971-11-04T00:00:00Z,R/26/2764,0,0,0,1,0,0
1193,26,1971-11-04T00:00:00Z,R/26/2765A,0,0,0,0,1,0
1194,26,1971-11-03T00:00:00Z,R/26/2765B,0,0,0,0,1,0
1195,26,1971-11-03T00:00:00Z,R/26/2771,0,0,0,0,0,0
1196,26,1971-11-03T00:00:00Z,R/26/2770,0,0,0,1,0,0
1197,26,1971-11-03T00:00:00Z,R/26/2776,0,0,0,0,0,0
1198,26,1971-11-03T00:00:00Z,R/26/2775A,0,0,0,1,0,0
1199,26,1971-11-03T00:00:00Z,R/26/2775B,0,0,0,1,0,0
1200,26,1971-11-03T00:00:00Z,R/26/2775C,0,0,0,1,0,0
1201,26,1971-11-03T00:00:00Z,R/26/2775D,0,0,0,1,0,0
1202,26,1971-11-03T00:00:00Z,R/26/2775E,0,0,0,1,0,0
1203,26,1971-11-03T00:00:00Z,R/26/2775F,0,0,0,1,0,0
1204,26,1971-11-03T00:00:00Z,R/26/2775G,0,0,0,1,0,0
1205,26,1971-11-03T00:00:00Z,R/26/2775H,0,0,1,1,0,0
1206,26,1971-11-03T00:00:00Z,R/26/2774,0,0,0,0,0,0
1207,26,1971-12-05T00:00:00Z,R/26/2792A,1,0,0,0,1,0
1208,26,1971-12-05T00:00:00Z,R/26/2792B,1,0,0,0,0,0
1209,26,1971-12-05T00:00:00Z,R/26/2792C,1,0,0,0,0,0
1210,26,1971-12-05T00:00:00Z,R/26/2784A,0,0,0,1,0,0
1211,26,1971-12-05T00:00:00Z,R/26/2784B,0,0,0,1,0,0
1212,26,1971-12-05T00:00:00Z,R/26/2784C,0,0,0,1,1,0
1213,26,1971-12-05T00:00:00Z,R/26/2784D,0,0,0,1,0,0
1214,26,1971-12-05T00:00:00Z,R/26/2784E,0,0,0,1,0,0
1215,26,1971-12-05T00:00:00Z,R/26/2784F,0,0,1,0,0,0
1216,26,1971-12-05T00:00:00Z,R/26/2783A,0,0,0,1,0,0
1217,26,1971-12-05T00:00:00Z,R/26/2783B,0,0,0,1,1,0
1218,26,1971-12-05T00:00:00Z,R/26/2783C,0,0,0,1,0,0
1219,26,1971-12-05T00:00:00Z,R/26/2783D,0,0,0,1,0,0
1220,26,1971-12-05T00:00:00Z,R/26/2783E,0,0,0,1,0,0
1221,26,1971-12-05T00:00:00Z,R/26/2786A,0,0,0,1,1,0
1222,26,1971-12-05T00:00:00Z,R/26/2786B,0,0,0,1,0,0
1223,26,1971-12-05T00:00:00Z,R/26/2786C,0,0,0,1,0,0
1224,26,1971-12-05T00:00:00Z,R/26/2787A,1,0,0,0,1,0
1225,26,1971-12-05T00:00:00Z,R/26/2787B,1,0,0,0,1,0
1226,26,1971-12-05T00:00:00Z,R/26/2787C,0,0,0,0,1,0
1227,26,1971-12-06T00:00:00Z,R/26/2790,0,0,0,0,0,0
1228,26,1971-12-01T00:00:00Z,R/26/2794,0,0,0,0,0,0
1229,26,1971-12-02T00:00:00Z,R/26/2795,0,0,0,0,1,0
1230,26,1971-12-02T00:00:00Z,R/26/2796,0,0,0,0,1,0
1231,26,1971-12-05T00:00:00Z,R/26/2799A,1,0,0,0,0,0
1232,26,1971-12-05T00:00:00Z,R/26/2799B,1,0,0,0,0,0
1233,26,1971-12-05T00:00:00Z,R/26/2799C,1,0,0,0,0,0
1234,26,1971-12-05T00:00:00Z,R/26/2799D,1,0,0,0,0,0
1235,26,1971-12-05T00:00:00Z,R/26/2799E,0,0,0,0,0,0
1236,26,1971-12-05T00:00:00Z,R/26/2799F,1,0,0,0,0,0
1237,26,1971-12-05T00:00:00Z,R/26/2799G,1,0,0,0,0,0
1238,26,1971-12-05T00:00:00Z,R/26/2799H,1,0,0,0,0,0
1239,26,1971-12-05T00:00:00Z,R/26/2799I,1,0,0,0,0,0
1240,26,1971-12-05T00:00:00Z,R/26/2799J,1,0,0,0,0,0
1241,26,1971-12-06T00:00:00Z,R/26/2813A,0,0,0,0,0,1
1242,26,1971-12-06T00:00:00Z,R/26/2813B,0,0,0,0,0,1
1243,26,1971-12-06T00:00:00Z,R/26/2813C,0,1,0,0,0,1
1244,26,1971-12-06T00:00:00Z,R/26/2813D,0,0,0,0,0,1
1245,26,1971-12-06T00:00:00Z,R/26/2814,0,0,0,0,0,1
1246,26,1971-12-06T00:00:00Z,R/26/2816A,0,0,0,0,0,1
1247,26,1971-12-06T00:00:00Z,R/26/2816B,0,0,0,0,0,1
1248,26,1971-12-06T00:00:00Z,R/26/2816C,0,0,0,0,0,1
1249,26,1971-12-06T00:00:00Z,R/26/2816D,0,0,0,0,0,1
1250,26,1971-12-01T00:00:00Z,R/26/2825A,0,0,1,0,0,0
1251,26,1971-12-01T00:00:00Z,R/26/2825B,0,0,1,0,0,0
1252,26,1971-12-01T00:00:00Z,R/26/2832A,0,0,0,0,0,0
1253,26,1971-12-01T00:00:00Z,R/26/2832B,0,0,0,0,0,0
1254,26,1971-12-01T00:00:00Z,R/26/2832C,0,0,0,0,0,0
1255,26,1971-12-01T00:00:00Z,R/26/2828A,0,1,1,0,0,0
1256,26,1971-12-01T00:00:00Z,R/26/2828B,0,1,1,0,0,0
1257,26,1971-12-01T00:00:00Z,R/26/2828C,0,1,1,0,0,0
1258,26,1971-12-01T00:00:00Z,R/26/2828D,0,1,1,0,0,0
1259,26,1971-12-01T00:00:00Z,R/26/2828E,0,1,1,0,0,0
1260,26,1971-12-01T00:00:00Z,R/26/2827A,0,0,1,0,0,0
1261,26,1971-12-01T00:00:00Z,R/26/2827B,0,0,1,0,0,0
1262,26,1971-12-01T00:00:00Z,R/26/2827C,0,0,1,0,0,0
1263,26,1971-12-03T00:00:00Z,R/26/2841A,0,0,0,0,0,0
1264,26,1971-12-03T00:00:00Z,R/26/2841B,0,0,0,0,0,0
1265,26,1971-12-05T00:00:00Z,R/26/2862A,0,0,0,0,0,0
1266,26,1971-12-05T00:00:00Z,R/26/2862B,0,0,0,0,0,0
1267,26,1971-12-05T00:00:00Z,R/26/2851,1,0,0,1,1,0
1268,26,1971-12-05T00:00:00Z,R/26/2850A,0,0,0,0,0,0
1269,26,1971-12-05T00:00:00Z,R/26/2850B,0,0,0,0,0,0
1270,26,1971-12-05T00:00:00Z,R/26/2850C,0,0,0,0,0,0
1271,26,1971-12-05T00:00:00Z,R/26/2850D,0,0,0,0,0,0
1272,26,1971-12-05T00:00:00Z,R/26/2847,0,0,0,0,0,1
1273,26,1971-12-05T00:00:00Z,R/26/2857,0,0,0,0,0,0
1274,26,1971-12-05T00:00:00Z,R/26/2868,0,0,0,0,0,0
1275,26,1971-12-05T00:00:00Z,R/26/2873A,0,0,0,0,1,0
1276,26,1971-12-05T00:00:00Z,R/26/2874,0,0,0,0,1,0
1277,26,1971-12-05T00:00:00Z,R/26/2879,0,0,0,0,1,0
1278,26,1971-12-05T00:00:00Z,R/26/2873B,0,0,0,0,1,0
1279,26,1971-12-05T00:00:00Z,R/26/2878,0,0,0,0,1,0
1280,26,1971-12-05T00:00:00Z,R/26/2871,0,0,0,0,0,0
1281,26,1971-12-05T00:00:00Z,R/26/2872,0,0,0,0,0,0
1282,26,1971-12-05T00:00:00Z,R/26/2877,0,0,0,0,1,0
1283,26,1971-12-05T00:00:00Z,R/26/2875,0,0,0,0,0,0
1284,26,1971-12-05T00:00:00Z,R/26/2865,0,0,0,0,0,0
1285,26,1971-12-05T00:00:00Z,R/26/2867,0,0,0,0,1,0
1286,26,1971-12-06T00:00:00Z,R/26/2880,0,0,0,0,0,0
1287,26,1971-12-06T00:00:00Z,R/26/2881A,0,0,0,0,0,0
1288,26,1971-12-06T00:00:00Z,R/26/2881B,0,0,0,0,0,0
1289,26,1971-12-07T00:00:00Z,R/26/2889,0,0,0,0,0,0
1290,26,1971-12-07T00:00:00Z,R/26/2890,0,0,0,0,0,0
1291,26,1971-12-07T00:00:00Z,R/26/2891,0,0,0,0,0,0
1292,26,1971-12-07T00:00:00Z,R/26/2892,0,0,0,0,0,0
1293,26,1971-12-07T00:00:00Z,R/26/2893,0,0,0,0,0,0
1294,26,1971-12-07T00:00:00Z,R/26/2894,0,0,0,0,0,0
1295,26,1971-12-07T00:00:00Z,R/26/2895,0,0,0,0,0,0
1296,26,1971-12-07T00:00:00Z,R/26/2896,0,0,0,0,0,0
1297,26,1971-12-07T00:00:00Z,R/26/2897,0,0,0,0,0,0
1298,26,1971-12-07T00:00:00Z,R/26/2899A,0,0,0,0,0,0
1299,26,1971-12-07T00:00:00Z,R/26/2899B,0,0,0,0,0,0
1300,26,1971-12-07T00:00:00Z,R/26/2899C,0,0,0,0,0,0
1301,26,1971-12-07T00:00:00Z,R/26/2900,0,0,0,0,0,0
1302,26,1971-12-07T00:00:00Z,R/26/2901,0,0,0,0,0,0
1412,28,1973-12-02T00:00:00Z,R/28/3184A,0,0,1,0,0,0
1413,28,1973-12-02T00:00:00Z,R/28/3184B,0,1,1,0,0,0
1414,28,1973-12-02T00:00:00Z,R/28/3184C,0,0,1,0,0,0
1415,28,1973-12-04T00:00:00Z,R/28/3079,0,1,1,0,0,0
1416,28,1973-12-04T00:00:00Z,R/28/3080,0,0,0,0,0,0
1417,28,1973-12-04T00:00:00Z,R/28/3077,0,0,1,0,0,0
1418,28,1973-12-04T00:00:00Z,R/28/3078A,0,1,1,0,0,0
1419,28,1973-12-04T00:00:00Z,R/28/3078B,0,1,1,0,0,0
1420,28,1973-12-05T00:00:00Z,R/28/3154A,0,1,0,0,0,0
1421,28,1973-12-05T00:00:00Z,R/28/3154B,0,1,0,0,0,0
1422,28,1973-12-05T00:00:00Z,R/28/3154C,0,1,0,0,0,0
1423,28,1973-11-03T00:00:00Z,R/28/3154D,0,1,0,0,0,0
1424,28,1973-10-05T00:00:00Z,NA,0,0,0,0,0,0
1425,28,1973-12-03T00:00:00Z,NA,0,0,0,0,0,0
1426,28,1973-10-06T00:00:00Z,R/28/3181A,0,0,0,0,0,0
1427,28,1973-10-07T00:00:00Z,R/28/3181B,0,0,0,0,0,0
1428,28,1973-12-01T00:00:00Z,R/28/3181C,0,0,0,0,0,0
1429,28,1973-12-01T00:00:00Z,R/28/3181D,0,0,0,0,0,0
1430,28,1973-12-05T00:00:00Z,R/28/3092A,1,0,0,1,1,0
1431,28,1973-12-05T00:00:00Z,R/28/3092B,1,0,0,1,1,0
1432,28,1973-12-05T00:00:00Z,R/28/3089A,1,0,0,0,0,0
1433,28,1973-12-05T00:00:00Z,R/28/3089B,1,0,0,0,0,0
1434,28,1973-12-05T00:00:00Z,R/28/3089C,0,0,0,0,0,0
1435,28,1973-12-05T00:00:00Z,R/28/3089D,0,0,0,0,0,0
1436,28,1973-12-01T00:00:00Z,R/28/3171A,0,0,0,0,0,1
1437,28,1973-12-01T00:00:00Z,R/28/3171B,0,0,0,0,0,1
1438,28,1973-12-01T00:00:00Z,R/28/3171C,0,0,0,0,0,1
1439,28,1973-12-01T00:00:00Z,R/28/3171D,0,0,0,0,0,1
1440,28,1973-12-01T00:00:00Z,R/28/3175A,0,0,0,0,1,1
1441,28,1973-12-01T00:00:00Z,R/28/3175B,1,0,0,0,1,1
1442,28,1973-12-04T00:00:00Z,R/28/3122,0,0,0,0,0,1
1443,28,1973-12-04T00:00:00Z,R/28/3083,0,0,0,0,0,0
1444,28,1973-12-04T00:00:00Z,R/28/3081A,0,0,0,0,0,0
1445,28,1973-12-04T00:00:00Z,R/28/3081B,0,0,0,0,0,0
1446,28,1973-12-05T00:00:00Z,R/28/3093A,0,0,0,0,0,0
1447,28,1973-12-05T00:00:00Z,R/28/3093B,0,0,0,0,0,0
1448,28,1973-12-01T00:00:00Z,R/28/3167,0,0,0,0,0,0
1449,28,1973-12-01T00:00:00Z,R/28/3169,0,0,0,0,0,1
1450,28,1973-12-01T00:00:00Z,R/28/3172,0,0,0,0,0,0
1451,28,1973-12-04T00:00:00Z,R/28/3129,0,0,0,0,0,0
1452,28,1973-12-04T00:00:00Z,R/28/3128,0,0,0,1,0,0
1453,28,1973-12-05T00:00:00Z,R/28/3148,0,0,0,0,0,1
1454,28,1973-12-05T00:00:00Z,R/28/3149A,0,0,0,1,0,0
1455,28,1973-12-05T00:00:00Z,R/28/3149B,0,0,0,1,0,0
1456,28,1973-12-02T00:00:00Z,R/28/3187,0,0,0,0,1,0
1457,28,1973-11-07T00:00:00Z,R/28/3074A,0,0,0,1,0,0
1458,28,1973-12-01T00:00:00Z,R/28/3074B,0,0,0,1,0,0
1459,28,1973-12-01T00:00:00Z,R/28/3074C,0,0,0,1,0,0
1460,28,1973-12-01T00:00:00Z,R/28/3074D,0,0,0,1,0,0
1461,28,1973-12-01T00:00:00Z,R/28/3074E,0,0,0,1,0,0
1462,28,1973-12-03T00:00:00Z,R/28/3117A,0,0,0,1,0,0
1463,28,1973-12-03T00:00:00Z,R/28/3117B,0,0,0,1,1,0
1464,28,1973-12-05T00:00:00Z,R/28/3142,0,0,0,0,0,0
1465,28,1973-12-03T00:00:00Z,R/28/3110,0,0,0,0,1,0
1466,28,1973-12-03T00:00:00Z,R/28/3118,0,0,0,0,1,0
1467,28,1973-12-03T00:00:00Z,R/28/3117,0,0,0,0,1,0
1468,28,1973-12-05T00:00:00Z,R/28/3156,0,0,0,0,0,0
1469,28,1973-12-05T00:00:00Z,R/28/3164A,0,0,0,0,1,0
1470,28,1973-12-05T00:00:00Z,R/28/3164B,0,0,0,0,1,0
1471,28,1973-12-05T00:00:00Z,R/28/3163,0,0,0,0,1,0
1472,28,1973-12-05T00:00:00Z,R/28/3155,0,0,0,0,1,0
1473,28,1973-12-05T00:00:00Z,R/28/3157,0,0,0,0,1,0
1474,28,1973-12-05T00:00:00Z,R/28/3158,0,0,0,0,0,0
1475,28,1973-12-05T00:00:00Z,R/28/3159,0,0,0,0,1,0
1476,28,1973-12-05T00:00:00Z,R/28/3160,0,0,0,0,0,0
1477,28,1973-12-05T00:00:00Z,R/28/3161,0,0,0,0,1,0
1478,28,1973-12-05T00:00:00Z,R/28/3162,0,0,0,0,0,0
1479,28,1973-10-01T00:00:00Z,R/28/3055,0,0,0,1,0,0
1480,28,1973-12-05T00:00:00Z,R/28/3151A,0,0,0,1,0,0
1481,28,1973-12-05T00:00:00Z,R/28/3151B,0,0,0,1,0,0
1482,28,1973-12-05T00:00:00Z,R/28/3151C,0,0,0,1,0,0
1483,28,1973-12-05T00:00:00Z,R/28/3151D,0,0,0,1,0,0
1484,28,1973-12-05T00:00:00Z,R/28/3151E,0,0,0,1,0,0
1485,28,1973-12-05T00:00:00Z,R/28/3151F,0,0,0,1,0,0
1486,28,1973-12-05T00:00:00Z,R/28/3151G,0,0,0,1,0,0
1487,28,1973-12-05T00:00:00Z,R/28/3151H,0,0,0,1,0,0
1488,28,1973-12-03T00:00:00Z,R/28/3111,0,0,0,0,1,0
1489,28,1973-12-03T00:00:00Z,R/28/3112,0,0,0,0,0,0
1490,28,1973-10-03T00:00:00Z,R/28/3061A,0,0,0,0,0,0
1491,28,1973-11-03T00:00:00Z,R/28/3061B,0,0,0,0,0,0
1492,28,1973-12-03T00:00:00Z,R/28/3113A,0,0,0,0,1,0
1493,28,1973-12-03T00:00:00Z,R/28/3113B,0,0,0,0,1,0
1494,28,1973-12-03T00:00:00Z,R/28/3115,0,0,0,0,1,0
1495,28,1973-12-03T00:00:00Z,R/28/3116,0,0,0,0,1,0
1496,28,1973-12-03T00:00:00Z,R/28/3119,0,0,0,0,0,0
1497,28,1973-12-02T00:00:00Z,R/28/3101,0,0,0,0,0,0
1498,28,1973-12-02T00:00:00Z,R/28/3195A,0,0,0,0,0,0
1499,28,1973-12-02T00:00:00Z,R/28/3195B,0,0,0,0,0,0
1500,28,1973-12-02T00:00:00Z,R/28/3196,0,0,0,0,0,0
1501,28,1973-12-02T00:00:00Z,R/28/3197,0,0,0,0,0,0
1502,28,1973-12-02T00:00:00Z,R/28/3198A,0,0,0,0,0,0
1503,28,1973-12-02T00:00:00Z,R/28/3198B,0,0,0,0,0,0
1504,28,1973-12-02T00:00:00Z,R/28/3198C,0,0,0,0,0,0
1505,28,1973-12-02T00:00:00Z,R/28/3198D,0,0,0,0,0,0
1582,30,1975-11-01T00:00:00Z,R/30/3375,1,0,0,0,0,0
1583,30,1975-11-01T00:00:00Z,R/30/3376,1,0,0,0,0,0
1584,30,1975-11-04T00:00:00Z,R/30/3395,0,0,0,0,0,0
1585,30,1975-12-07T00:00:00Z,R/30/3414,1,0,0,0,1,0
1586,30,1975-12-06T00:00:00Z,R/30/3481,0,0,0,0,1,0
1587,30,1975-12-06T00:00:00Z,R/30/3482,0,0,0,0,1,0
1588,30,1975-11-02T00:00:00Z,R/30/3389,0,0,0,0,0,0
1589,30,1975-11-02T00:00:00Z,R/30/3390A,0,0,0,0,0,0
1590,30,1975-11-02T00:00:00Z,R/30/3390B,0,0,0,0,0,0
